"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","409","Query movies list with pagination limit via GraphQL variables","","Fri Jul 24 09:44:09 UTC 2026","passed","Fri Jul 24 09:44:09 UTC 2026","","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","shouldListMoviesWithPaginationVariables"
"","9421","Success modal appears after submitting a valid practice form","","Fri Jul 24 09:44:09 UTC 2026","passed","Fri Jul 24 09:44:19 UTC 2026","","com.flamingo.qa.tests.ui.PracticeFormTest","com.flamingo.qa.tests.ui.PracticeFormTest","shouldShowSuccessModalAfterSubmit"
"","215","Non-existent field returns HTTP 400 validation error","","Fri Jul 24 09:44:07 UTC 2026","passed","Fri Jul 24 09:44:08 UTC 2026","","com.flamingo.qa.tests.api.graphql.MovieNegativeTest","com.flamingo.qa.tests.api.graphql.MovieNegativeTest","shouldReturnValidationErrorForUnknownField"
"","1481","Delete booking returns 201 and booking is no longer retrievable","","Fri Jul 24 09:44:10 UTC 2026","passed","Fri Jul 24 09:44:12 UTC 2026","","com.flamingo.qa.tests.api.rest.BookingCrudTest","com.flamingo.qa.tests.api.rest.BookingCrudTest","shouldDeleteBooking"
"","14828","Invalid email and short mobile keep the form from submitting","","Fri Jul 24 09:44:03 UTC 2026","passed","Fri Jul 24 09:44:18 UTC 2026","","com.flamingo.qa.tests.ui.PracticeFormTest","com.flamingo.qa.tests.ui.PracticeFormTest","shouldNotSubmitWithInvalidEmailAndMobile"
"","9836","Empty required fields keep the form from submitting","","Fri Jul 24 09:44:08 UTC 2026","passed","Fri Jul 24 09:44:17 UTC 2026","","com.flamingo.qa.tests.ui.PracticeFormTest","com.flamingo.qa.tests.ui.PracticeFormTest","shouldNotSubmitWhenRequiredFieldsAreEmpty"
"","132","Different GraphQL variable values change pagination result size","","Fri Jul 24 09:44:09 UTC 2026","passed","Fri Jul 24 09:44:09 UTC 2026","","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","shouldRespectDifferentVariableValues"
"","11375","Submit practice form with file upload, date picker and state/city dropdowns","","Fri Jul 24 09:44:08 UTC 2026","passed","Fri Jul 24 09:44:19 UTC 2026","","com.flamingo.qa.tests.ui.PracticeFormTest","com.flamingo.qa.tests.ui.PracticeFormTest","shouldSubmitFormWithUploadDateAndDropdowns"
"","3243","POST /auth returns a non-blank token for valid credentials","","Fri Jul 24 09:44:04 UTC 2026","passed","Fri Jul 24 09:44:07 UTC 2026","","com.flamingo.qa.tests.api.rest.AuthTest","com.flamingo.qa.tests.api.rest.AuthTest","shouldCreateAuthToken"
"","4627","Create booking and retrieve it by id","","Fri Jul 24 09:44:04 UTC 2026","passed","Fri Jul 24 09:44:09 UTC 2026","","com.flamingo.qa.tests.api.rest.BookingCrudTest","com.flamingo.qa.tests.api.rest.BookingCrudTest","shouldCreateAndGetBooking"
"","87","Query movies using a fragment and nested publishedBy.name","","Fri Jul 24 09:44:09 UTC 2026","passed","Fri Jul 24 09:44:09 UTC 2026","","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","shouldQueryWithFragmentAndNestedFields"
"","123","Invalid movie ID returns HTTP 200 with data.movie = null","","Fri Jul 24 09:44:07 UTC 2026","passed","Fri Jul 24 09:44:08 UTC 2026","","com.flamingo.qa.tests.api.graphql.MovieNegativeTest","com.flamingo.qa.tests.api.graphql.MovieNegativeTest","shouldReturnNullForNonExistentMovieId"
"","1579","Create, get and update booking","","Fri Jul 24 09:44:09 UTC 2026","passed","Fri Jul 24 09:44:10 UTC 2026","","com.flamingo.qa.tests.api.rest.BookingCrudTest","com.flamingo.qa.tests.api.rest.BookingCrudTest","shouldCreateGetAndUpdateBooking"
"","3851","Query a single movie by ID using GraphQL variables","","Fri Jul 24 09:44:05 UTC 2026","passed","Fri Jul 24 09:44:09 UTC 2026","","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","shouldQueryMovieByIdWithVariables"
"","3240","Malformed query returns HTTP 400 with errors and null data","","Fri Jul 24 09:44:04 UTC 2026","passed","Fri Jul 24 09:44:07 UTC 2026","","com.flamingo.qa.tests.api.graphql.MovieNegativeTest","com.flamingo.qa.tests.api.graphql.MovieNegativeTest","shouldReturnErrorsForMalformedQuery"
