"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3637","Malformed query returns HTTP 400 with errors and null data","","Thu Jul 23 20:57:30 UTC 2026","passed","Thu Jul 23 20:57:34 UTC 2026","","com.flamingo.qa.tests.api.graphql.MovieNegativeTest","com.flamingo.qa.tests.api.graphql.MovieNegativeTest","shouldReturnErrorsForMalformedQuery"
"","4160","Create booking and retrieve it by id","","Thu Jul 23 20:57:27 UTC 2026","passed","Thu Jul 23 20:57:31 UTC 2026","","com.flamingo.qa.tests.api.rest.BookingCrudTest","com.flamingo.qa.tests.api.rest.BookingCrudTest","shouldCreateAndGetBooking"
"","3928","Create, get and update booking","","Thu Jul 23 20:57:30 UTC 2026","passed","Thu Jul 23 20:57:34 UTC 2026","","com.flamingo.qa.tests.api.rest.BookingCrudTest","com.flamingo.qa.tests.api.rest.BookingCrudTest","shouldCreateGetAndUpdateBooking"
"","2746","Invalid movie ID returns HTTP 200 with data.movie = null","","Thu Jul 23 20:57:33 UTC 2026","passed","Thu Jul 23 20:57:36 UTC 2026","","com.flamingo.qa.tests.api.graphql.MovieNegativeTest","com.flamingo.qa.tests.api.graphql.MovieNegativeTest","shouldReturnNullForNonExistentMovieId"
"","13237","Success modal appears after submitting a valid practice form","","Thu Jul 23 20:57:32 UTC 2026","passed","Thu Jul 23 20:57:45 UTC 2026","","com.flamingo.qa.tests.ui.PracticeFormTest","com.flamingo.qa.tests.ui.PracticeFormTest","shouldShowSuccessModalAfterSubmit"
"","11483","Submit practice form with file upload, date picker and state/city dropdowns","","Thu Jul 23 20:57:34 UTC 2026","passed","Thu Jul 23 20:57:45 UTC 2026","","com.flamingo.qa.tests.ui.PracticeFormTest","com.flamingo.qa.tests.ui.PracticeFormTest","shouldSubmitFormWithUploadDateAndDropdowns"
"","54","Query movies list with pagination limit via GraphQL variables","","Thu Jul 23 20:57:31 UTC 2026","passed","Thu Jul 23 20:57:31 UTC 2026","","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","shouldListMoviesWithPaginationVariables"
"","3831","Non-existent field returns HTTP 400 validation error","","Thu Jul 23 20:57:27 UTC 2026","passed","Thu Jul 23 20:57:31 UTC 2026","","com.flamingo.qa.tests.api.graphql.MovieNegativeTest","com.flamingo.qa.tests.api.graphql.MovieNegativeTest","shouldReturnValidationErrorForUnknownField"
"","220","Different GraphQL variable values change pagination result size","","Thu Jul 23 20:57:34 UTC 2026","passed","Thu Jul 23 20:57:34 UTC 2026","","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","shouldRespectDifferentVariableValues"
"","184","Query a single movie by ID using GraphQL variables","","Thu Jul 23 20:57:31 UTC 2026","passed","Thu Jul 23 20:57:31 UTC 2026","","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","shouldQueryMovieByIdWithVariables"
"","3047","Delete booking returns 201 and booking is no longer retrievable","","Thu Jul 23 20:57:31 UTC 2026","passed","Thu Jul 23 20:57:34 UTC 2026","","com.flamingo.qa.tests.api.rest.BookingCrudTest","com.flamingo.qa.tests.api.rest.BookingCrudTest","shouldDeleteBooking"
"","76","Query movies using a fragment and nested publishedBy.name","","Thu Jul 23 20:57:34 UTC 2026","passed","Thu Jul 23 20:57:34 UTC 2026","","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","shouldQueryWithFragmentAndNestedFields"
"","2900","POST /auth returns a non-blank token for valid credentials","","Thu Jul 23 20:57:28 UTC 2026","passed","Thu Jul 23 20:57:31 UTC 2026","","com.flamingo.qa.tests.api.rest.AuthTest","com.flamingo.qa.tests.api.rest.AuthTest","shouldCreateAuthToken"
