"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","331","Query movies list with pagination limit via GraphQL variables","","Fri Jul 24 09:41:30 UTC 2026","passed","Fri Jul 24 09:41:30 UTC 2026","","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","shouldListMoviesWithPaginationVariables"
"","245","POST /auth returns a non-blank token for valid credentials","","Fri Jul 24 09:41:30 UTC 2026","passed","Fri Jul 24 09:41:30 UTC 2026","","com.flamingo.qa.tests.api.rest.AuthTest","com.flamingo.qa.tests.api.rest.AuthTest","shouldCreateAuthToken"
"","1066","Query a single movie by ID using GraphQL variables","","Fri Jul 24 09:41:29 UTC 2026","passed","Fri Jul 24 09:41:30 UTC 2026","","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","shouldQueryMovieByIdWithVariables"
"","2013","Non-existent field returns HTTP 400 validation error","","Fri Jul 24 09:41:27 UTC 2026","passed","Fri Jul 24 09:41:29 UTC 2026","","com.flamingo.qa.tests.api.graphql.MovieNegativeTest","com.flamingo.qa.tests.api.graphql.MovieNegativeTest","shouldReturnValidationErrorForUnknownField"
"","1483","Delete booking returns 201 and booking is no longer retrievable","","Fri Jul 24 09:41:58 UTC 2026","passed","Fri Jul 24 09:41:59 UTC 2026","","com.flamingo.qa.tests.api.rest.BookingCrudTest","com.flamingo.qa.tests.api.rest.BookingCrudTest","shouldDeleteBooking"
"","1963","Create booking and retrieve it by id","","Fri Jul 24 09:41:28 UTC 2026","passed","Fri Jul 24 09:41:30 UTC 2026","","com.flamingo.qa.tests.api.rest.BookingCrudTest","com.flamingo.qa.tests.api.rest.BookingCrudTest","shouldCreateAndGetBooking"
"","3304","Malformed query returns HTTP 400 with errors and null data","","Fri Jul 24 09:41:53 UTC 2026","passed","Fri Jul 24 09:41:56 UTC 2026","","com.flamingo.qa.tests.api.graphql.MovieNegativeTest","com.flamingo.qa.tests.api.graphql.MovieNegativeTest","shouldReturnErrorsForMalformedQuery"
"","10340","Empty required fields keep the form from submitting","","Fri Jul 24 09:41:26 UTC 2026","passed","Fri Jul 24 09:41:37 UTC 2026","","com.flamingo.qa.tests.ui.PracticeFormTest","com.flamingo.qa.tests.ui.PracticeFormTest","shouldNotSubmitWhenRequiredFieldsAreEmpty"
"","1389","Different GraphQL variable values change pagination result size","","Fri Jul 24 09:41:56 UTC 2026","passed","Fri Jul 24 09:41:58 UTC 2026","","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","shouldRespectDifferentVariableValues"
"","4062","Create, get and update booking","","Fri Jul 24 09:41:54 UTC 2026","passed","Fri Jul 24 09:41:58 UTC 2026","","com.flamingo.qa.tests.api.rest.BookingCrudTest","com.flamingo.qa.tests.api.rest.BookingCrudTest","shouldCreateGetAndUpdateBooking"
"","413","Query movies using a fragment and nested publishedBy.name","","Fri Jul 24 09:41:58 UTC 2026","passed","Fri Jul 24 09:41:58 UTC 2026","","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","shouldQueryWithFragmentAndNestedFields"
"","3038","Invalid movie ID returns HTTP 200 with data.movie = null","","Fri Jul 24 09:41:54 UTC 2026","passed","Fri Jul 24 09:41:57 UTC 2026","","com.flamingo.qa.tests.api.graphql.MovieNegativeTest","com.flamingo.qa.tests.api.graphql.MovieNegativeTest","shouldReturnNullForNonExistentMovieId"
