"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3765","Query a single movie by ID using GraphQL variables","","Thu Jul 23 21:02:59 UTC 2026","passed","Thu Jul 23 21:03:02 UTC 2026","","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","shouldQueryMovieByIdWithVariables"
"","5304","Invalid movie ID returns HTTP 200 with data.movie = null","","Thu Jul 23 21:03:04 UTC 2026","passed","Thu Jul 23 21:03:10 UTC 2026","","com.flamingo.qa.tests.api.graphql.MovieNegativeTest","com.flamingo.qa.tests.api.graphql.MovieNegativeTest","shouldReturnNullForNonExistentMovieId"
"","4128","Delete booking returns 201 and booking is no longer retrievable","","Thu Jul 23 21:03:10 UTC 2026","passed","Thu Jul 23 21:03:14 UTC 2026","","com.flamingo.qa.tests.api.rest.BookingCrudTest","com.flamingo.qa.tests.api.rest.BookingCrudTest","shouldDeleteBooking"
"","2859","Query movies list with pagination limit via GraphQL variables","","Thu Jul 23 21:02:59 UTC 2026","passed","Thu Jul 23 21:03:02 UTC 2026","","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","shouldListMoviesWithPaginationVariables"
"","3468","Query movies using a fragment and nested publishedBy.name","","Thu Jul 23 21:03:09 UTC 2026","passed","Thu Jul 23 21:03:13 UTC 2026","","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","shouldQueryWithFragmentAndNestedFields"
"","4013","Create booking and retrieve it by id","","Thu Jul 23 21:02:59 UTC 2026","passed","Thu Jul 23 21:03:03 UTC 2026","","com.flamingo.qa.tests.api.rest.BookingCrudTest","com.flamingo.qa.tests.api.rest.BookingCrudTest","shouldCreateAndGetBooking"
"","3766","POST /auth returns a non-blank token for valid credentials","","Thu Jul 23 21:02:59 UTC 2026","passed","Thu Jul 23 21:03:02 UTC 2026","","com.flamingo.qa.tests.api.rest.AuthTest","com.flamingo.qa.tests.api.rest.AuthTest","shouldCreateAuthToken"
"","3764","Non-existent field returns HTTP 400 validation error","","Thu Jul 23 21:02:59 UTC 2026","passed","Thu Jul 23 21:03:02 UTC 2026","","com.flamingo.qa.tests.api.graphql.MovieNegativeTest","com.flamingo.qa.tests.api.graphql.MovieNegativeTest","shouldReturnValidationErrorForUnknownField"
"","3463","Malformed query returns HTTP 400 with errors and null data","","Thu Jul 23 21:03:09 UTC 2026","passed","Thu Jul 23 21:03:13 UTC 2026","","com.flamingo.qa.tests.api.graphql.MovieNegativeTest","com.flamingo.qa.tests.api.graphql.MovieNegativeTest","shouldReturnErrorsForMalformedQuery"
"","13864","Submit practice form with file upload, date picker and state/city dropdowns","","Thu Jul 23 21:03:03 UTC 2026","passed","Thu Jul 23 21:03:17 UTC 2026","","com.flamingo.qa.tests.ui.PracticeFormTest","com.flamingo.qa.tests.ui.PracticeFormTest","shouldSubmitFormWithUploadDateAndDropdowns"
"","5095","Create, get and update booking","","Thu Jul 23 21:03:09 UTC 2026","passed","Thu Jul 23 21:03:14 UTC 2026","","com.flamingo.qa.tests.api.rest.BookingCrudTest","com.flamingo.qa.tests.api.rest.BookingCrudTest","shouldCreateGetAndUpdateBooking"
"","3463","Different GraphQL variable values change pagination result size","","Thu Jul 23 21:03:09 UTC 2026","passed","Thu Jul 23 21:03:13 UTC 2026","","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","shouldRespectDifferentVariableValues"
"","13620","Success modal appears after submitting a valid practice form","","Thu Jul 23 21:03:03 UTC 2026","passed","Thu Jul 23 21:03:17 UTC 2026","","com.flamingo.qa.tests.ui.PracticeFormTest","com.flamingo.qa.tests.ui.PracticeFormTest","shouldShowSuccessModalAfterSubmit"
