"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3329","Query movies using a fragment and nested publishedBy.name","","Thu Jul 23 20:59:21 UTC 2026","passed","Thu Jul 23 20:59:25 UTC 2026","","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","shouldQueryWithFragmentAndNestedFields"
"","3330","Malformed query returns HTTP 400 with errors and null data","","Thu Jul 23 20:59:21 UTC 2026","passed","Thu Jul 23 20:59:25 UTC 2026","","com.flamingo.qa.tests.api.graphql.MovieNegativeTest","com.flamingo.qa.tests.api.graphql.MovieNegativeTest","shouldReturnErrorsForMalformedQuery"
"","3573","Delete booking returns 201 and booking is no longer retrievable","","Thu Jul 23 20:59:21 UTC 2026","passed","Thu Jul 23 20:59:25 UTC 2026","","com.flamingo.qa.tests.api.rest.BookingCrudTest","com.flamingo.qa.tests.api.rest.BookingCrudTest","shouldDeleteBooking"
"","5616","Invalid movie ID returns HTTP 200 with data.movie = null","","Thu Jul 23 20:59:36 UTC 2026","passed","Thu Jul 23 20:59:41 UTC 2026","","com.flamingo.qa.tests.api.graphql.MovieNegativeTest","com.flamingo.qa.tests.api.graphql.MovieNegativeTest","shouldReturnNullForNonExistentMovieId"
"","4138","Create booking and retrieve it by id","","Thu Jul 23 20:59:27 UTC 2026","passed","Thu Jul 23 20:59:32 UTC 2026","","com.flamingo.qa.tests.api.rest.BookingCrudTest","com.flamingo.qa.tests.api.rest.BookingCrudTest","shouldCreateAndGetBooking"
"","3517","Query movies list with pagination limit via GraphQL variables","","Thu Jul 23 20:59:27 UTC 2026","passed","Thu Jul 23 20:59:31 UTC 2026","","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","shouldListMoviesWithPaginationVariables"
"","12946","Submit practice form with file upload, date picker and state/city dropdowns","","Thu Jul 23 20:59:35 UTC 2026","passed","Thu Jul 23 20:59:48 UTC 2026","","com.flamingo.qa.tests.ui.PracticeFormTest","com.flamingo.qa.tests.ui.PracticeFormTest","shouldSubmitFormWithUploadDateAndDropdowns"
"","3519","POST /auth returns a non-blank token for valid credentials","","Thu Jul 23 20:59:27 UTC 2026","passed","Thu Jul 23 20:59:31 UTC 2026","","com.flamingo.qa.tests.api.rest.AuthTest","com.flamingo.qa.tests.api.rest.AuthTest","shouldCreateAuthToken"
"","3330","Different GraphQL variable values change pagination result size","","Thu Jul 23 20:59:21 UTC 2026","passed","Thu Jul 23 20:59:25 UTC 2026","","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","shouldRespectDifferentVariableValues"
"","12739","Success modal appears after submitting a valid practice form","","Thu Jul 23 20:59:35 UTC 2026","passed","Thu Jul 23 20:59:47 UTC 2026","","com.flamingo.qa.tests.ui.PracticeFormTest","com.flamingo.qa.tests.ui.PracticeFormTest","shouldShowSuccessModalAfterSubmit"
"","3518","Non-existent field returns HTTP 400 validation error","","Thu Jul 23 20:59:27 UTC 2026","passed","Thu Jul 23 20:59:31 UTC 2026","","com.flamingo.qa.tests.api.graphql.MovieNegativeTest","com.flamingo.qa.tests.api.graphql.MovieNegativeTest","shouldReturnValidationErrorForUnknownField"
"","3519","Query a single movie by ID using GraphQL variables","","Thu Jul 23 20:59:27 UTC 2026","passed","Thu Jul 23 20:59:31 UTC 2026","","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","com.flamingo.qa.tests.api.graphql.MoviePositiveTest","shouldQueryMovieByIdWithVariables"
"","3610","Create, get and update booking","","Thu Jul 23 20:59:21 UTC 2026","passed","Thu Jul 23 20:59:25 UTC 2026","","com.flamingo.qa.tests.api.rest.BookingCrudTest","com.flamingo.qa.tests.api.rest.BookingCrudTest","shouldCreateGetAndUpdateBooking"
